Serial,City,School Name
6762,ghaziabad,DAS UNIVERSAL ACADEMY - INDRA PURI
6763,ghaziabad,"D.A.V Centenary Public School - Chander Nagar,Surya Nagar"
6764,ghaziabad,"D.A.V Public School - Brij Vihar,Surya Nagar"
6765,ghaziabad,D.A.V. Public School - Pratap Vihar
6766,ghaziabad,DAV Public School - Raj Nagar Extension
6767,ghaziabad,"D.A.V Public School - Sector 2,Rajendra Nagar"
6768,ghaziabad,"Deep Memorial Public School - Block A,Surya Nagar"
6769,ghaziabad,"Dehradun Public School - Block L,Govindpuram"
6770,ghaziabad,DEHRADUN PUBLIC SCHOOL - Madhuban Bapudham
6771,ghaziabad,"DEHRADUN PUBLIC SCHOOL - Nehru Nagar III,Nehru Nagar"
6772,ghaziabad,"Dehradun Public School - Sector 23,Sanjay Nagar"
6773,ghaziabad,DELHI MAR THOMA PUBLIC SCHOOL - KARPOORIPURAM
6774,ghaziabad,Delhi Public School - Raj Nagar Extension
6775,ghaziabad,DELHI PUBLIC SCHOOL - SAHIBABAD
6776,ghaziabad,"Delhi Public School - Sector-11,Pratap Vihar"
6777,ghaziabad,Delhi Public School - Sikrod
6778,ghaziabad,"Diamond Public School - Tila Shahbazpur,Behta Hazipur"
6779,ghaziabad,"Diwakar Model School - Shyam Park Main,Rajendra Nagar"
6780,ghaziabad,"DLF PUBLIC SCHOOL - Block B,Rajendra Nagar"
6781,ghaziabad,DPSG Meerut Road - Meerut Road Industrial Area
6782,ghaziabad,"DPSG Vasundhara - Sector 9,Vasundhara"
6783,ghaziabad,DR K.N. Modi Global School - Modinagar
6784,ghaziabad,D.R.S PUBLIC SCHOOL - BHERAMPUR
6785,ghaziabad,"East Delhi Public School - Advocate Colony,Vijay Nagar"
6786,ghaziabad,"Everest Public School - Ganesh Puri,Janak Puri"
6787,ghaziabad,Father Agnel School - Vaishali
6788,ghaziabad,Fatima Convent Senior Secondary School - Meerut Road
6789,ghaziabad,"Fr. Agnel School - Khora Colony,Sector 62A"
6790,ghaziabad,G R CONVENT JUNIOR HIGH SCHOOL - INDRAPURAM
6791,ghaziabad,GAURS INTERNATIONAL SCHOOL - Pratap Vihar
6792,ghaziabad,"Gautam Public school - Mirzapur,Pratap Vihar"
6793,ghaziabad,"G.D. Goenka Public School - Shakti Khand III,Indirapuram"
6794,ghaziabad,GEETA SANJAY MEMORIAL PUBLIC SCHOOL - LOHIA NAGAR
6795,ghaziabad,"Ghaziabad Public School - Nehru Nagar II,Nehru Nagar"
6796,ghaziabad,"Green Field Public School - G-Block,Govindpuram"
6797,ghaziabad,"Green Field Public School - Sector 23,Sanjay Nagar"
6798,ghaziabad,Gurukul The School - Avantika Extension
6799,ghaziabad,Gurukul The School - CrossingsRepublik
6800,ghaziabad,"HAPPY ENGLISH PUBLIC SCHOOL - Karkardooma,Anand Vihar"
6801,ghaziabad,HAPPY MODEL JUNIOR HIGH SCHOOL - MURADNAGAR
6802,ghaziabad,HOLY ANGELS PUBLIC SCHOOL - KAVI NAGAR
6803,ghaziabad,"Holy Angels Secondary School - Sector 3,Rajendra Nagar"
6804,ghaziabad,"Holy Child School - Nehru Nagar III,Nehru Nagar"
6805,ghaziabad,"Holy Trinity Church School - Nehru Nagar III,Nehru Nagar"
6806,ghaziabad,"Indirapuram Public School - Advocate Colony,Vijay Nagar"
6807,ghaziabad,"Indirapuram Public School - Gyan Khand 1,Indirapuram"
6808,ghaziabad,"Indraprastha Public School - Karera,Hindon Residential Area"
6809,ghaziabad,"Indus Valley Public School - Khora Colony,Sector 62A"
6810,ghaziabad,"Ingraham Asha Vidyhalaya - Sector 18,Kavi Nagar"
6811,ghaziabad,"Ingraham English Medium School - Nehru Nagar III,Nehru Nagar"
6812,ghaziabad,"Ingraham English Medium School - Sector 18,Kavi Nagar"
6813,ghaziabad,J D PUBLIC SCHOOL - SANTOSHI VIHAR
6814,ghaziabad,"J D PUBLIC SCHOOL - Shyam Park Main,Rajendra Nagar"
6815,ghaziabad,"J L NEHRU GIRLS PUBLIC SCHOOL - Block SJ,Shastri Nagar"
6816,ghaziabad,"J.D. Academy - Sector 3,Rajendra Nagar"
6817,ghaziabad,Jindal Public School - DAYANAND NAGAR
6818,ghaziabad,"Jindal Public School,New Panchwati - Panchwati"
6819,ghaziabad,"Jindal Public School,Shouryapuram - Shouryapuram"
6820,ghaziabad,"JKG International School - Sector - 9,Vijay Nagar"
6821,ghaziabad,"JKG International School - Shakti Khand 2,Indirapuram"
6822,ghaziabad,"J.K.G School - Nandgram,Ghukna"
6823,ghaziabad,"K D B PUBLIC SCHOOL - Sector 18,Kavi Nagar"
6824,ghaziabad,KHAITAN WORLD SCHOOL - Rajnagarextension
6825,ghaziabad,K.R. Mangalam World School - Vaishali
6826,ghaziabad,"KRISHNA PUBLIC SCHOOL - Dilshad Plaza,Shalimar Garden"
6827,ghaziabad,"KUNTI MEMORIAL PUBLIC SCHOOL - Makanpur Colony,Sector 62A"
6828,ghaziabad,"Lal Bahadur Shastri Sainik Secondary School - Sector 18,Kavi Nagar"
6829,ghaziabad,"Leelawati Public School Senior Secondary - Sector-11,Pratap Vihar"
6830,ghaziabad,L.K INTERNATIONAL SCHOOL - Sadiqpur
6831,ghaziabad,"Maharaja Agarsain Public School - Sector 13,Vasundhara"
6832,ghaziabad,"Maharan Pratap Public School - Block B,Sector 57"
6833,ghaziabad,"Maharan Pratap Senior Secondary School - Block D,Sector 22"
6834,ghaziabad,"MAHIMA PUBLIC SCHOOL - Karera,Hindon Residential Area"
6835,ghaziabad,"Makoons Play School - Niti Khand 2,Indirapuram"
6836,ghaziabad,Makoons Play School - INDRAPURAM
6837,ghaziabad,"Makoons Play school - Niti Khand 2,Indirapuram"
6838,ghaziabad,"Makoos Play School - Niti Khand 2,Indirapuram"
6839,ghaziabad,MILTON ACADEMY JUNIOR HIGH SCHOOL - MOHAN NAGAR
6840,ghaziabad,"MODERN SCHOOL - Sector 10,Raj Nagar"
6841,ghaziabad,"MOTHER INDIA PUBLIC SCHOOL - Nandgram,Ghukna"
6842,ghaziabad,Mothers Dreamland Junior High School - DLF Ankur Vihar
6843,ghaziabad,"Mount Litera Zee School - Block B,Loni Industrial Area"
6844,ghaziabad,"MURADNAGAR PUBLIC SCHOOL - Kallupura,Naya Ganj"
6845,ghaziabad,"National Public School - Sector 3,Rajendra Nagar"
6846,ghaziabad,NAV JEEWAN MODEL SCHOOL - LONI
6847,ghaziabad,"Nehru World School - E Block,Shastri Nagar"
6848,ghaziabad,NEW ADARSH PUBLIC SCHOOL - LONI
6849,ghaziabad,"New Era School - Nehru Nagar III,Nehru Nagar"
6850,ghaziabad,"New Rainbow Public School - Advocate Colony,Pratap Vihar"
6851,ghaziabad,"NIMT School - Avantika Colony,Shastri Nagar"
6852,ghaziabad,NIMT SCHOOL - CHIRANJIV VIHAR
6853,ghaziabad,NISCORT FR AGNEL SCHOOL - Vaishali
6854,ghaziabad,NUTAN VIDYA MANDIR - VASHUNDHRA
6855,ghaziabad,P C INSTITUTE - NOORNAGAR
6856,ghaziabad,"P C SENIOR SECONDARY SCHOOL - I-Block,Govindpuram"
6857,ghaziabad,"Padamshree N.N. Mohan Public School - Sector 5,Vasundhara"
6858,ghaziabad,"Paramhans Public School - Sector 23,Sanjay Nagar"
6859,ghaziabad,Parvara Public School - LONI
6860,ghaziabad,"Platinum valley International School - Chander Nagar,Surya Nagar"
6861,ghaziabad,"POLICE MODERN SCHOOL - Avantika Colony,Shastri Nagar"
6862,ghaziabad,"POLICE MODERN SCHOOL - Kamma 1,Vaishali"
6863,ghaziabad,"Presidium Indirapuram - Niti Khand 2,Indirapuram"
6864,ghaziabad,"Ralli International School - Manoj Vihar,Indirapuram"
6865,ghaziabad,"Rasha Krishna Public School - Sanjay Nagar,Lal Kuan"
6866,ghaziabad,Rockwell Convent School - VASHUNDHRA
6867,ghaziabad,Ryan International School - Avantika Extension
6868,ghaziabad,"S B N PUBLIC SCHOOL - Nandgram,Ghukna"
6869,ghaziabad,"S G PUBLIC SCHOOL - Sector 15,Vasundhara"
6870,ghaziabad,Saint Teresas Convent School - Pratap Vihar
6871,ghaziabad,Sanskar - The Co-Educational School - Industrial Area
6872,ghaziabad,SANSKAR WORLD SCHOOL - Meerut Road
6873,ghaziabad,Sanskriti International School - VASHUNDHRA
6874,ghaziabad,Sapphire International School Crossing Republik - Crossing Republik
6875,ghaziabad,"Saraswati Vidya Mandir - Sector 10,Raj Nagar"
6876,ghaziabad,"SCHILLER INSTITUTE - Sector 10,Meerut Road Industrial Area"
6877,ghaziabad,"Seth Anandram Jaipuria School - Sector 13,Vasundhara"
6878,ghaziabad,"SHAHEED MEMORIAL PUBLIC SCHOOL - Harbans Nagar,Ghukna"
6879,ghaziabad,SHAMBHU DAYAL GLOBAL SCHOOL - DAYANAND NAGAR
6880,ghaziabad,SHAMSHAD CHAUDHARY PUBLIC SCHOOL - GARIMA GARDEN
6881,ghaziabad,SHIVOY SCHOOL - SADARPUR
6882,ghaziabad,"Shree Thakurdwara Balika Vidyalaya - Patel Nagar 1,Patel Nagar"
6883,ghaziabad,"Shri Guru Ram Rai Public School - D-Block,Govindpuram"
6884,ghaziabad,Siddhantam Heritage School - Adhyatmik Nagar
6885,ghaziabad,"SILVER LINE PRESTIGE SCHOOL - Nehru Nagar III,Nehru Nagar"
6886,ghaziabad,"SILVER LINE PRESTIGE SCHOOL - Sector 18,Kavi Nagar"
6887,ghaziabad,"Silver Shine School - Baghwali Colony,Shastri Nagar"
6888,ghaziabad,SS International School - Industrial Area
6889,ghaziabad,"S.S.International Senior Secondary School - Khora Colony,Sector 62A"
6890,ghaziabad,"SSK Public School - Sector-11,Pratap Vihar"
6891,ghaziabad,"St Francis School - Abhay Khand,Indirapuram"
6892,ghaziabad,"St. Joseph Academy - Marium Nagar,Ghukna"
6893,ghaziabad,"St. Marys Convent School - H Block,Shastri Nagar"
6894,ghaziabad,"St. Marys School - Ashok Vatika,Hindon Residential Area"
6895,ghaziabad,"St Terasa School - Shakti Khand III,Indirapuram"
6896,ghaziabad,"St. Thomas School - Gyan Khand II,Indirapuram"
6897,ghaziabad,"St.Pauls Academy - Sector 10,Raj Nagar"
6898,ghaziabad,SUN VALLEY INTERNATIONAL SCHOOL - Vaishali
6899,ghaziabad,"Sunder Deep World School - Loha Mandi,Bulandshahr Road Industrial Area"
6900,ghaziabad,Surevin International School - Niwari
6901,ghaziabad,SUSHILA MODEL SCHOOL - DAYANAND NAGAR
6902,ghaziabad,"Swami Vivekanand Saraswati Vidyamandir - Sector 3,Rajendra Nagar"
6903,ghaziabad,"The Modern School - Sector 2A,Vasundhara"
6904,ghaziabad,"Three Dots Public School - Karkardooma,Anand Vihar"
6905,ghaziabad,"Uttam School For Girls - H Block,Shastri Nagar"
6906,ghaziabad,"VANASTHALI PUBLIC SCHOOL - Sector 3,Vasundhara"
6907,ghaziabad,"VANASTHALI PUBLIC SCHOOL - Sector 9,Vasundhara"
6908,ghaziabad,Vidhan Public School - Duhai
6909,ghaziabad,"VIDYA BAL BHAWAN PUBLIC SCHOOL - Sector 11,Vasundhara"
6910,ghaziabad,"Vidya Bharathi School - Chander Nagar,Surya Nagar"
6911,ghaziabad,"Vishwa Bharti Public School - Sain Vihar,Crossings Republik"
6912,ghaziabad,"Vivekanand Shishu Mandir - Sector 18,Kavi Nagar"
6913,ghaziabad,Zaytun International Academy - Ravali
6914,ludhiana,GURU RAM DASS ACADEMY - Hambran
6915,ludhiana,Harvest International School - Jassowal
6916,agra,Agra public School - Artauni
6917,agra,"Avenues International School, Firozabad - Firozabad"
6918,agra,Crimson World School Agra - Tehra
6919,agra,"Dr Maria Residential Public School - Sulabh Puram colony,Lohamandi"
6920,agra,Edify World School Firozabad - Firozabad
6921,agra,"Footprints: Play School & Day Care Creche, Preschool in Sector-13, Suruchipuram Colony - Sulabh Puram colony,Lohamandi"
6922,agra,Mahi International School - Tehra
6923,agra,Sharda World School - Keetham
6924,nashik,Kishor Suryawanshi International School - Manori
6925,nashik,Orchid International School - Anjaneri
6926,nashik,Podar International School Gangapur Road - Anandwali
6927,nashik,Sharad Pawar International School - Manur
6928,nashik,SKD INTERNATIONAL SCHOOL - Bhawade
6929,nashik,Wisdom High International School - Anandwali
6930,rajkot,Delhi World Public School - Haripar Pal
6931,rajkot,Gangotri International School - Gondal
6932,rajkot,Jay International School - Chhapra
6933,rajkot,Kendriya Vidyalaya - Ram Park
6934,rajkot,KRISHNA INTERNATIONAL SCHOOL - Tramba
6935,rajkot,NALANDA VIDYALAYA - Virpar
6936,rajkot,New Era School - Gulab Nagar
6937,rajkot,Nirmala Convent School - Kailash Nagar
6938,rajkot,"Podar International School, - Haripar Pal"
6939,rajkot,Podar International School - Haripar Pal
6940,rajkot,Rajkot Public School - Mota Mawa
6941,rajkot,Sarvodaya school - Gondal
6942,rajkot,Shree Swaminarayan Gurukul International School - BYPASS MORBI
6943,rajkot,SuperCubs International Preschool - Ram Park
6944,rajkot,The Rajkumar College - Sadar
6945,rajkot,Vidyaniketan School - Patidar Chowk
6946,faridabad,Aishly Public School - Khor
6947,faridabad,Ajanta Public School - Sector 31
6948,faridabad,Alpha Convent School - Sector 87
6949,faridabad,Alpine Valley Boarding School - Karnera
6950,faridabad,Anand Public School - Gandhi Colony
6951,faridabad,Angels Public School - Sector 21A
6952,faridabad,Apeejay School Primary Wing - Sector 14
6953,faridabad,Apeejay School - Sector 15
6954,faridabad,Apeejay School - Sector 21A
6955,faridabad,Apeejay Svran - Sector 21D
6956,faridabad,Aravali International School - Sector 43
6957,faridabad,Aravali International School Sector 81 - Sector 81
6958,faridabad,Aravali International School Sector 85 - Sector 85
6959,faridabad,Asha Jyoti Vidyapeeth - Sector 65
6960,faridabad,Ashirwad Public High School - Sector 21D
6961,faridabad,Ashok Memorial Public School - Sector 34
6962,faridabad,AVN Senior Secondary School - Sector 19
6963,faridabad,BLue Angels Global School - Charmwood Village
6964,faridabad,Bohra Public School - Ballabhgarh
6965,faridabad,cambridge montessori play school - New Industrial Township No 1
6966,faridabad,Carmel Convent School - Sector 6
6967,faridabad,Carmel Convent School - Sector 7
6968,faridabad,CCA School - Sector 4
6969,faridabad,CD International School - Sector 72
6970,faridabad,D A V PUBLIC SCHOOL - Sector 4
6971,faridabad,D.A.V. Public School - Ballabhgarh
6972,faridabad,DAV Public School Faridabad - Sector 14
6973,faridabad,DAV public School Sector 37 - Sector 37
6974,faridabad,DC model School - Sector 9
6975,faridabad,Deeksha Public School Faridabad - Agwanpur
6976,faridabad,DELHI PUBLIC SCHOOL BALLABGARH - Sikri
6977,faridabad,Delhi Public School greater faridabad - Sector 81
6978,faridabad,Delhi Public School - Mathura Road
6979,faridabad,DELHI PUBLIC SCHOOL - Sector 19
6980,faridabad,Delhi Public School Sector 19 - Sector 19
6981,faridabad,Delhi Public School Surajkund - Charmwood Village
6982,faridabad,Divine Public School - Sector 9
6983,faridabad,Doon International School - Sector 69
6984,faridabad,DPSG - Sikri
6985,faridabad,Dynasty International School - Sector 28
6986,faridabad,Eicher School - Sector 46
6987,faridabad,Emerald International School - Sector 32
6988,faridabad,Euro Kids - Sector 35
6989,faridabad,Euro Kids - Sector 86
6990,faridabad,"Footprints: Play School & Day Care Creche, Preschool in NIT 3, DAV College Road, Faridabad - Block G"
6991,faridabad,"Footprints: Play School & Day Care Creche, Preschool in Sector 11 B, Faridabad - Sector 11"
6992,faridabad,"Footprints: Play School & Day Care Creche, Preschool in Sector 42, Faridabad - Sector 42"
6993,faridabad,"Footprints: Play School & Day Care Creche, Preschool in Sector 85, Faridabad - Sector 85"
6994,faridabad,Gateway International School - Sector 11
6995,faridabad,GBN SR SEC SCHOOL - Sector 21D
6996,faridabad,GD Goenka Public School - Sector 15A
6997,faridabad,Gita Bal Niketan - Block G
6998,faridabad,Gold field public school - Sector 21A
6999,faridabad,Grand Columbus International School - Faridabad
7000,faridabad,Gyan Devi Montessori School - Sector 9
7001,faridabad,Heritage Global School - Alawalpur
7002,faridabad,Holy Child public school - Sector 29
7003,faridabad,Holy Child Public School - Sector 75
7004,faridabad,Homerton Grammar School - Sector 21A
7005,faridabad,Ideal Public School - Surajkund
7006,faridabad,Jiva Public School - Sector 21A
7007,faridabad,John F Kennedy Public School - Sector 28
7008,faridabad,K L Mehta Dayanand Public School - Faridabad
7009,faridabad,K R Mangalam World School - Sector 88
7010,faridabad,Kalka Public School - Sector 76
7011,faridabad,Kendriya Vidyalaya Faridabad - New Industrial Township 5
7012,faridabad,Kendriya Vidyalaya - New Industrial Township 2
7013,faridabad,KL Mehta Dayanand Public School - New Industrial Township No 1
7014,faridabad,K.R. Mangalam World School - Faridabad
7015,faridabad,Kundan Green Valley School - Ballabhgarh
7016,faridabad,La Vida Montessori Preschool - Sector 75
7017,faridabad,Little Millennium - Block G
7018,faridabad,Little Millennium Play School - Jawahar Colony
7019,faridabad,Little Scholars school - Sector 9
7020,faridabad,Manaskriti School - Sector 82
7021,faridabad,Manav Rachna International School - Charmwood Village
7022,faridabad,Manav Rachna International School - Sector 14
7023,faridabad,Manav Rachna International School - Sector 21C
7024,faridabad,Millennium World School - Sector 85
7025,faridabad,Modern Delhi International School - Sector 87
7026,faridabad,Modern Public School - Sector 37
7027,faridabad,Modern Public school Sector 37 - Sector 37
7028,faridabad,Modern School - Sector 17
7029,faridabad,Modern Vidya Niketan Aravali Hills - Sector 43
7030,faridabad,Modern Vidya Niketan - Sector 17
7031,faridabad,MVN Senior Secondary School Sector-88 - Sector 88
7032,faridabad,New Modern Green Valley Public School - Sector 23
7033,faridabad,"Northland International School, Sector-88 - Faridabad"
7034,faridabad,Open Sky School - Sector 5
7035,faridabad,Orchids The International School - Sector 56
7036,faridabad,Pinewood International Boarding School - Selakhari
7037,faridabad,Rawal Convent School - Ballabhgarh
7038,faridabad,Rawal Interntional School - Ballabhgarh
7039,faridabad,Rawal Public School - Sector 64
7040,faridabad,Rose Valley International School - Nangla Gujran
7041,faridabad,Royal Convent School - Ballabhgarh
7042,faridabad,"Ryan International School, Sector- 21 B - Sector 21A"
7043,faridabad,Ryan International School - Sector 21A
7044,faridabad,RYAN INTERNATIONAL SCHOOL - Sector 31
7045,faridabad,Sancta Maria International School - Sector 93
7046,faridabad,Sant Nirankari Public School - Faridabad
7047,faridabad,Saraswati Global School - Ballabhgarh
7048,faridabad,Satyug Darshan Vidyalaya - Dhadar
7049,faridabad,Satyug Darshan Vidyalaya - Sector 89
7050,faridabad,Scholars Pride Public School - Sector 5
7051,faridabad,Scholars Pride School - Faridabad
7052,faridabad,Shanti Niketan Public School - Sainik Colony
7053,faridabad,SHARDA INTERNATIONAL SCHOOL - Sector 9
7054,faridabad,Shirdi Sai Baba school - Sector 86
7055,faridabad,Shiv Nadar School - Sector 82
7056,faridabad,Shraddha Mandir School - Sector 87
7057,faridabad,South End Public School - Charmwood Village
7058,faridabad,Sri guru ram dass preparatory school - Sector 19
7059,faridabad,SRS International School - Faridabad
7060,faridabad,St Albans School - Sector 15
7061,faridabad,ST Anthony s secondary School - Sector 9
7062,faridabad,St Columbus School - Surajkund
7063,faridabad,St Johns school - Sainik Colony
7064,faridabad,St Josephs Convent School - New Industrial Township 5
7065,faridabad,St. LUKE CONVENT SCHOOL - Chandpur
7066,faridabad,St Mary s convent school - Sector 82
7067,faridabad,St. Marys Convent Sr. Sec. School - Sector 82
7068,faridabad,St. Peter Convent School - Sector 88
7069,faridabad,St Peters school - Faridabad
7070,faridabad,St Thomas School - Sector 8
7071,faridabad,SUCHETA MEMORIAL SCHOOL - Sector 5
7072,faridabad,Surajkund International School - Charmwood Village
7073,faridabad,SURANA VIDYALAYA - Agwanpur
7074,faridabad,Tagore Academy Public School - Ballabhgarh
7075,faridabad,Tarun Niketan Public School - Sehatpur
7076,faridabad,THE CHAMPS INTERNATIONAL - Sainik Colony
7077,faridabad,The Champs International - Sector 85
7078,faridabad,The Champs Pre School - New Industrial Township 5
7079,faridabad,The Modern School - Charmwood Village
7080,faridabad,The Modern School - Sector 85
7081,faridabad,The Shriram Millennium School - Sector 81
7082,faridabad,UCSKM PUBLIC SCHOOL - Sector 79
7083,faridabad,UNICOSMOS - Sector 55
7084,faridabad,V K International Sr. Sec. School - Sehatpur
7085,faridabad,Vardhman International Public School - Sector 46
7086,faridabad,VIBGYOR High Gurugram - Sector 67
7087,faridabad,Vidhya Mandir School - Sector 15A
7088,faridabad,Vidya Mandir publlic School - Sector 15A
7089,faridabad,Vidya NIketan School - New Industrial Township 2
7090,faridabad,Vrinda International School - Sector 48
7091,gurugram,Aakash Public School - Sector 6
7092,gurugram,Aarsha Public School - Ashok Vihar Phase II
7093,gurugram,ACME International School - Durga Colony
7094,gurugram,Air Force School - Sector 14
7095,gurugram,Air Force School - Sector 14 - Sector 14
7096,gurugram,"ALPINE CONVENT SCHOOL - Block B,Sector 56"
7097,gurugram,"ALPINE CONVENT SCHOOL - Islampur Colony,Sector 38"
7098,gurugram,Alpine convent school - Sector 10
7099,gurugram,"Amazon Public School - Block B,Sector 56"
7100,gurugram,"Ambience Public School - Sushant Lok Phase I,Sector 43"
7101,gurugram,American Montessori Public School - DLF Phase 2
7102,gurugram,Amity Global School - Sector 46
7103,gurugram,AMITY INDIAN MILITARY COLLEGE - Manesar
7104,gurugram,Amity International School - Sector 43
7105,gurugram,Amity International School - Sector 43
7106,gurugram,Amity International School - Sector 46
7107,gurugram,Apple Blossom School  - Palam Vihar
7108,gurugram,Apple Blossom School - Sector 46
7109,gurugram,Aptech Montana International Preschool - Sector 24
7110,gurugram,Aravali Public School - Rangala Rajpur
7111,gurugram,ASCENT PUBLIC SCHOOL - Sector 28
7112,gurugram,"AVR Public School - Rajiv Nagar,Sector 13"
7113,gurugram,Bal Bharati Public School - Manesar
7114,gurugram,Bal Bharti Public School - Manesar
7115,gurugram,Basant Valley Global School - Sector 49
7116,gurugram,Basant Valley Public School - Sector 46
7117,gurugram,BELLA MENTE PRE SCHOOL - Sector 50
7118,gurugram,"Bharti International Convent School - Block B,Sector 56"
7119,gurugram,"Bhrat Ram Global School - Badha,Sector 86"
7120,gurugram,Blue Bells Model School - Sector 4
7121,gurugram,Blue Bells Model School - Sector 5
7122,gurugram,Brahm Dutt Blue Bells Public School - Sector 5
7123,gurugram,Brain Discovery: Pre-School & Day Care - Sector 26A
7124,gurugram,Buddha International School - Maruti Kunj
7125,gurugram,CAMBRIDGE INTERNATIONAL SR SEC SCHOOL - Farukh Nagar
7126,gurugram,Cambridge Montessori Preschool Sector-4 Gurugram - Sector 5
7127,gurugram,CD International School - Bhondsi
7128,gurugram,"CD Senior Secondary School - Dhani,Sector 48"
7129,gurugram,Chalk Tree Global School - Sector 57
7130,gurugram,colonel's central academy - Sector 4
7131,gurugram,Colonels ( Colvent ) Public School - Sector 37C
7132,gurugram,Cyboard School - Mehrauli-Gurgaon Road
7133,gurugram,D A V PUBLIC SCHOOL - Sector 49
7134,gurugram,DAV POLICE PUBLIC SCHOOL - Bhondsi
7135,gurugram,DAV Public School - Sector 14
7136,gurugram,DAV Public School - Sector 14
7137,gurugram,DAV public school Sector 14 - Sector 14
7138,gurugram,DAV Public School - Sector 49
7139,gurugram,D.A.V.Public School - Sector 49
7140,gurugram,Deepika Senior Secondary School - Manesar
7141,gurugram,"Delhi Public School - DLF Phase 2,Sector 25"
7142,gurugram,Delhi Public School- Gurgaon - Sector 45
7143,gurugram,Delhi Public School - Sector 102
7144,gurugram,Delhi Public School - Palam Vihar
7145,gurugram,Delhi Public School - Sector 43
7146,gurugram,Delhi Public School - Sector 45
7147,gurugram,Delhi Public School Sector 45 - Sector 45
7148,gurugram,Delhi Public School- Sector 67 - Sector 67
7149,gurugram,Delhi Public School Sushant Lok 1 - Sector 27
7150,gurugram,"Dev Samaj Vidya Niketan Senior Secondary School - Acharya Puri,Sector 7"
7151,gurugram,DPS International Edge - Sector 49
7152,gurugram,DPS International - Sector 65
7153,gurugram,DPS Maruti Kunj - Bhondsi
7154,gurugram,DPS Sushant Lok - Sector 27
7155,gurugram,DPSG Palam Vihar - Palam Vihar
7156,gurugram,"DPSG SUSHANT LOK - Sushant Lok Phase I,Sector 43"
7157,gurugram,Drona Public School - Sector 10
7158,gurugram,DVM Public School - Baluda
7159,gurugram,Early Learning Village - Sector 43
7160,gurugram,Elegant Childrens Academy - Sector 10
7161,gurugram,Euro Global School - Sector 51
7162,gurugram,Euro International School - Sector 45
7163,gurugram,Euro International School - Sector 10
7164,gurugram,EURO INTERNATIONAL SCHOOL - Sector 37D
7165,gurugram,"Euro International School, Sector- 51 - Sector 51"
7166,gurugram,Euro Kids - Sector 14
7167,gurugram,Euro Kids - Sector 82
7168,gurugram,EuroKids Preschool Gurugram - Sector 28
7169,gurugram,Excellere World school - Budhera
7170,gurugram,"Excelsior American School - DLF Garden Villas,Sector 43"
7171,gurugram,Excelsior American School - Sector 43
7172,gurugram,EXCELSIOR's CBSE WING - Sector 43
7173,gurugram,"Footprints: Play School, Day Care & Creche in Sector 4, Gurugram - Sector 6"
7174,gurugram,"Footprints: Play School & Day Care Creche, Preschool in DLF Phase 3, Gurgaon - Sector 24"
7175,gurugram,"Footprints: Play School & Day Care Creche, Preschool in DLF Phase 4, Gurugram - Sector 28"
7176,gurugram,"Footprints: Play School & Day Care Creche, Preschool in Emerald Hills Road, Sector 65, Gurgaon - Sector 65"
7177,gurugram,"Footprints: Play School & Day Care Creche, Preschool in Mayfield Garden, Koyal Vihar, Gurugram - Sector 50"
7178,gurugram,"Footprints: Play School & Day Care Creche, Preschool in Sector 84, Gurgaon - Sector 84"
7179,gurugram,Footprints: Play School - Gurgaon
7180,gurugram,G D Goenka Global School - DLF Phase 3
7181,gurugram,G D Goenka High School - Sohna Rural
7182,gurugram,G.A.V Public School - Sector 50
7183,gurugram,GD Goenka Global School DLF - Sector 24
7184,gurugram,"GD Goenka Group - Franchise for Schools, Healthcare, Education - Sohna Road"
7185,gurugram,GD Goenka Public School - Sector 10
7186,gurugram,GD Goenka Public School - Sector 48
7187,gurugram,GD GOENKA SIGNATURE SCHOOL - Sector 33
7188,gurugram,GD Goenka World School - Bhondsi
7189,gurugram,GEMS International school - Palam Vihar
7190,gurugram,Gitanjali International School - Sector 57
7191,gurugram,"Golden Heights School - Block B,Sector 56"
7192,gurugram,Government Model Sanskriti Senior Secondary School - Sector 43
7193,gurugram,Green Land Public School - Sector 9A
7194,gurugram,GURU DRONACHARYA SENIOR SECONDARY SCHOOL - BHANGROLA
7195,gurugram,Gurugram Global Heights School - Sector 102
7196,gurugram,Gurugram Public School - Sec-55
7197,gurugram,Gyaananda School - Babupur Village
7198,gurugram,Gyan Deep Senior Secondary School - Sector 5
7199,gurugram,Gyan Devi Middle School - Sector 5
7200,gurugram,"Gyan Devi Public School,Senior Secondary - Sector 17A,Sector 17"
7201,gurugram,Gyan Devi Senior Secondary - Sector 10
7202,gurugram,HEI Schools - Sector 49
7203,gurugram,"HEI Schools Gurugram Sector-49 - Block W,Sector 49"
7204,gurugram,Heritage International Xperiential School - Sector 53
7205,gurugram,Heritage Xperiential Learning School - Sector 62
7206,gurugram,Heritage Xperiential Learning School - Sector 62
7207,gurugram,HSV Global School - Sector 46
7208,gurugram,"HSV INTERNATIONAL SCHOOL - Shankar Vihar,Sector 104"
7209,gurugram,Icon Nurturing Innocence Preschool - Sector 46
7210,gurugram,Imperial Heritage School - Dwarka Expressway
7211,gurugram,Indo American Montessori Play School And Preschool - Sector 43
7212,gurugram,JHANKAR HIGH SCHOOL - JHUND
7213,gurugram,JHANKAR SENIOR SECONDARY SCHOOL - JHUND
7214,gurugram,Jiwan Jyoti Senior Secondary Public School - Sector 4
7215,gurugram,"Kamla International Public School - Jacobpura,Sector 12"
